"col-12","col-12 2","col-12 3","col-12 4","col-12 href","col-12 5","col-12 href 2","col-12 6","btn href"
"Ring Capital","Paris","-","sara.debenedetti@ringcp.com","mailto:sara.debenedetti@ringcp.com","https://www.ringcp.com/","https://www.ringcp.com/","Sara De Benedetti","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl95$lnkDettaglio','')"
"Rivean Capital","Milano","-","g.franze@riveancapital.com","mailto:g.franze@riveancapital.com","https://riveancapital.com/","https://riveancapital.com/","Giuseppe Franze","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl96$lnkDettaglio','')"
"Sienna Private Equity","Milano","-","siennapei.srl@legalmail.it","mailto:siennapei.srl@legalmail.it","https://www.sienna-im.com/services/private-equity/","https://www.sienna-im.com/services/private-equity/","Alessandro Fogo","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl97$lnkDettaglio','')"
"Simest","Milano","+39 0232329612","v.veri@simest.it","mailto:v.veri@simest.it","http://www.simest.it","http://www.simest.it/","Vera Veri","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl98$lnkDettaglio','')"
"Smart Capital","Monza","+39 3392778721","amministrazione@smart-capital.it","mailto:amministrazione@smart-capital.it","https://www.smart-capital.it/","https://www.smart-capital.it/","Andrea Costantini; Andrea Faraggiana","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl99$lnkDettaglio','')"
"Star Capital SGR","Milano","+39 / 02 88585411","info@starcapital.it","mailto:info@starcapital.it","http://www.starcapital.it","http://www.starcapital.it/","Marco Gazzaniga","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl100$lnkDettaglio','')"
"Style Capital SGR","Milano","+39 / 02 45499848","roberta.benaglia@stylecapital.it , info@stylecapital.it","mailto:roberta.benaglia@stylecapital.it , info@stylecapital.it","http://www.stylecapital.it","http://www.stylecapital.it/","Roberta Benaglia","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl101$lnkDettaglio','')"
"Three Hills Capital Partners","Milano","+39 / 02 82959110","info@threehills.com, m.anatriello@atypicalpartner.com, b.tamburi@threehills.com, investorservices@threehills.com","mailto:info@threehills.com, m.anatriello@atypicalpartner.com, b.tamburi@threehills.com, investorservices@threehills.com","http://www.threehills.com","http://www.threehills.com/","Marco Anatriello, Beatrice Tamburi, Anna Vivaldi","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl102$lnkDettaglio','')"
"Tikehau Capital","Milano","+39 / 02 00631500","Info-Milan@tikehaucapital.com","mailto:Info-Milan@tikehaucapital.com","http://www.tikehaucapital.com","http://www.tikehaucapital.com/","Roberto Quagliuolo","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl103$lnkDettaglio','')"
"Trilantic Europe","Milano","-","lfelisati@trilanticeurope.com","mailto:lfelisati@trilanticeurope.com","http://www.trilanticeurope.com","http://www.trilanticeurope.com/","Luca Felisati","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl104$lnkDettaglio','')"
"Triton","Milano","+39 / 02 82952820","Viola@triton-partners.com","mailto:Viola@triton-partners.com","http://www.triton-partners.com","http://www.triton-partners.com/","Lodovico Viola","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl105$lnkDettaglio','')"
"Unigrains Italia","Milano","-","smasini@unigrainsdev.com","mailto:smasini@unigrainsdev.com","https://www.unigrains.fr/en/","https://www.unigrains.fr/en/","Franceso Orazi, Alfredo Cicognani, Stefano Masini","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl106$lnkDettaglio','')"
"Vertis SGR","Napoli","+39 / 081 2404096","vertis@vertis.it","mailto:vertis@vertis.it","http://www.vertis.it","http://www.vertis.it/","Amedeo Giurazza","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl107$lnkDettaglio','')"
"Wise Equity SGR","Milano","+39 / 02 8545691","segreteria@wisesgr.com","mailto:segreteria@wisesgr.com","http://www.wisesgr.com","http://www.wisesgr.com/","Paolo Gambarini","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl108$lnkDettaglio','')"
"WRM Group","Milano","+39 / 02 47923020","info@wrmgroup.net","mailto:info@wrmgroup.net","http://www.wrmgroup.net","http://www.wrmgroup.net/","Fabrizio Boaron/David Calò","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl109$lnkDettaglio','')"
"Yarpa Investimenti SGR","Milano","+39 / 02 36632901","alenotti@yarpa.it","mailto:alenotti@yarpa.it","http://www.yarpa.it","http://www.yarpa.it/","Alessandro Lenotti","javascript:__doPostBack('ctl00$ctl18$rptaderentiassociati$ctl110$lnkDettaglio','')"
